,TERP-CODS CAPS VACOPHARM 100 VIÊN - THUỐC TRỊ HO,"Terpin hydrat: 100mg
Dextromethorphan hydrobromid: 10mg
Tá dược vừa đủ 1 viên nang cứng",Điều trị triệu chứng ho do họng và phế quản bị kích thích khi cảm lạnh thông thường hoặc khi hít phải chất kích thích.,"Người lớn: 1-2 viên/lần, ngày 3-4 lần.
Trẻ em từ 30 tháng-12 tuổi: 1-2viên/ngày, chia làm 3-4 lần, tùy theo tuổi."
,"TERPINON VACOPHARM 10 VỈ X 12 VIÊN - THUỐC HO, LONG ĐÀM","Terpin hydrat: 100mg
Natri benzoat: 50mg
Tá dược vừa đủ 1 viên nang cứng.","Trị các rối loạn trong tiết dịch phế quản, trong các bệnh về phổi, phế quản, long đàm.","Uống với 1 cốc nước
Người lớn: mỗi lần 1-2 viên, ngày 2-3 lần.
Trẻ em: tuân theo sự chỉ dẫn của Thầy thuốc."
,"TERPINON VACOPHARM 200 VIÊN - THUỐC HO, LONG ĐÀM","Terpin hydrat: 100mg
Natri benzoat: 50mg
Tá dược vừa đủ 1 viên nang cứng.","Trị các rối loạn trong tiết dịch phế quản, trong các bệnh về phổi, phế quản, long đàm.","Uống với 1 cốc nước
Người lớn: mỗi lần 1-2 viên, ngày 2-3 lần.
Trẻ em: tuân theo sự chỉ dẫn của Thầy thuốc."
,BROMHEXIN 8MG VACOPHARM 10 VỈ X 20 VIÊN – THUỐC LONG ĐÀM,"Bromhexin: 8mg
Tá dược vừa đủ 1 viên",Bromhexin 8 được dùng để điều trị triệu chứng ho đờm trong các bệnh lý đường hô hấp như: viêm phế quản cấp tính; đợt cấp tính của viêm phế quản mạn tính; nhiễm khuẩn đường hô hấp nặng (sử dụng như chất bổ trợ với kháng sinh).,"Uống với một cốc nước.
Người lớn và trẻ em trên 10 tuổi: 1 viên/lần, ngày 3 lần.
Thời gian điều trị không quá 8-10 ngày trừ khi có ý kiến của Thầy thuốc."
,VACORIDEX 15 VACOPHARM 10 VỈ X 10 VIÊN – THUỐC TRỊ HO,"Dextromethorphan.HBr: 15mg
Tá dược vừa đủ 1 viên","Điều trị triệu chứng ho do họng và phế quản bị kích thích khi cảm lạnh thông thường hoặc khi hít phải chất kích thích.
Ho không có đờm, mạn tính.
Chú ý: ngăn chặn ho làm giảm cơ chế bảo vệ quan trọng của phổi, do vậy dùng thuốc giảm ho chưa hẳn là cách tốt nhất với người bệnh, đặc biệt là trẻ nhỏ","Uống với 1 cốc nước
Người lớn: 1-2 viên/ lần, ngày 3-4 lần.
Trẻ em từ 6-12 tuổi: 1 viên/ lần, ngày 2-3 lần.
Tuân theo chỉ định của thầy thuốc"
,DEXTROMETHORPHAN 10 VACOPHARM 10 VỈ X 10 VIÊN - THUỐC TRỊ HO,"Dextromethorphan.HBr: 10mg
Tá dược vừa đủ 1 viên nén bao phim","Điều trị triệu chứng ho do họng và phế quản bị kích thích khi cảm lạnh thông thường hoặc khi hít phải chất kích thích.
Ho không có đờm, mạn tính.
Chú ý: ngăn chặn ho làm giảm cơ chế bảo vệ quan trọng của phổi, do vậy dùng thuốc giảm ho chưa hẳn là cách tốt nhất với người bệnh, đặc biệt là trẻ nhỏ","Uống với 1 cốc nước
Người lớn: uống 1-2 viên/lần, ngày 3-4 lần.
Trẻ em 6-12 tuổi: uống ½-1 viên/lần, ngày 3-4 lần.
Những người bệnh có nguy cơ suy hô hấp và những người bệnh có ho khạc đàm, mủ, thời gian tối đa dùng thuốc không quá 7 ngày"
,AMRON CAP 30MG VACOPHARM 10 VỈ X 10 VIÊN,"mbroxol hydroclorid 30mg
Tá dược vừa đủ 1 viên nang cứng
(Thành phần tá dược: Tinh bột sắn, magnesi stearat)","Các bệnh cấp và mạn tính ở đường hô hấp có kèm tăng tiết dịch phế quản không bình thường, đặc biệt trong đợt cấp của viêm phế quản mạn, hen phế quản.","Người lớn và trẻ em trên 10 tuổi: 30 - 60mg (1-2 viên)/lần, 2 lần/ngày.
Trẻ em 5 - 10 tuổi: 30 mg (1 viên)/lần hoặc dùng 15mg/lần (với dạng bào chế khác thích hợp), ngày 2 lần."
,AMBRON TAB 30MG VACOPHARM 10 VỈ X 10 VIÊN,"Ambroxol hydroclorid 30mg.
Tá dược v.đ 1 viên nén.
(Thành phần tá dược: Polyvinyl pyrrolidon K30, tinh bột sắn, lactose monohydrat, magnesi stearat, natri starch glycolat, talc, aspartam, bột hương vị dâu)","Các bệnh cấp và mạn tính ở đường hô hấp có kèm tăng tiết dịch phế quản không bình thường, đặc biệt trong đợt cấp của viêm phế quản mạn, hen phế quản.","Uống với nước sau khi ăn.
Người lớn và trẻ em trên 10 tuổi: 30 - 60 mg/lần, 2 lần/ngày.
Trẻ em 5 - 10 tuổi: 15 - 30 mg/lần, ngày 2 lần.
Khi một lần quên không dùng thuốc: hãy uống càng sớm càng tốt. Tuy nhiên, nếu gần với liều kế tiếp, hãy bỏ qua liều đã quên và uống liều kế tiếp vào thời điểm như kế hoạch, không dùng bù liều đã quên."
,THUỐC GIẢI CẢM NHẤT NHẤT 2 VỈ X 10 VIÊN,"Thành phần dược chất: 460 mg cao khô hỗn hợp dược liệu tương đương
Hương phụ (Rhizoma Cyperi): 494 mg
Phòng phong (Radix Saposhnikoviae divaricatae): 329,2 mg
Cam thảo (Radix et Rhizoma Glycyrrhizae): 230,4 mg
Sinh khương (Rhizoma Zingiberis Recens): 806,4 mg
Tía tô (Folium Perillae frutescensis): 494 mg
Kinh giới (Herba Elsholtziae ciliatae): 329,2 mg
Mạn kinh tử (Fructus Viticis trifoliate): 329,2 mg
Tần giao (Radix Gentianae): 329,2 mg
Trần bì (Pericarpium Citri reticulatae perenne): 494 mg
Xuyên khung (Rhizoma Ligustici wallichii): 164,4 mg
Thành phần tá dược: Microcrystalline cellulose, Calcium carbonat, Magnesium stearate, Sodium Starch Glycolate, Silicon dioxide, Iron Oxide Brown, Titan dioxyd, Hydroxypropyl methyl cellulose 6cps, PEG 6000, Talc.","Viên uống giải cảm nhất nhất  điều trị các trường hợp bị bệnh cảm mạo tứ thời với các triệu chứng như hắt hơi, sổ mũi, đau đầu, ho, đau nhức mỏi cơ thể, sốt nhẹ","Người lớn: Ngày uống 02 lần, mỗi lần 02 viên.
Trẻ em từ 30 tháng tuổi trở lên: Ngày uống 02 lần, mỗi lần 01 viên."
,"TERPINCODEIN-F TV.PHARM 10 VỈ X 10 VIÊN - THUỐC TRỊ HO, LONG ĐÀM","Mỗi viên nang chứa:

Terpin hydrat 200 mg, Codein 5 mg.
Tá dược vừa đủ 1 viên nang cứng.","Giảm ho, long đờm trong các trường hợp ho gió, ho khan, ho do viêm phế quản, viêm phế quản cấp tính hay mãn tính.
Terpincodein F được chỉ định cho bệnh nhân trên 12 tuổi để điều trị chứng ho khan hoặc kích ứng.","Cách dùng: Dùng đường uống.

Liều dùng: Dùng theo chỉ dẫn của Thầy thuốc hoặc theo liều sau:

Người lớn: uống 1 - 2 viên/lần, ngày 2 - 3 lần.
Trẻ em > 5 tuổi: uống 1 viên/ lần, ngày 2 - 3 lần.
Trẻ em từ 12 -18 tuổi: Để điều trị chứng ho. Terpincodein F không được khuyến cáo dùng cho trẻ em có suy giản chức năng hô hấp (xem phần Thận trọng và cảnh báo đặc biệt khi sử dụng thuốc).
Trẻ em dưới 12 tuổi: Chống chỉ định Terpincodein F để điều trị chứng ho (xem phần chống chỉ định)."
,VACOMUC 200MG SACHET VACOPHARM 100 GÓI X 1G - THUỐC LONG ĐÀM,"N-acetyl-L-cystein 200mg.
Thành phần tá dược: Lactose monohydrat, bột hương vị dâu, acesulfam kali, màu sunset yellow.","Tiêu chất nhầy trong bệnh nhầy nhớt (mucoviscidosis) (xơ nang tuyến tụy), bệnh lý hô hấp có đờm nhầy quánh như trong viêm phế quản cấp và mạn và làm sạch thường quy trong mở khí quản.","Cách dùng:

Hòa tan trong nửa ly nước.
Liều dùng:

Người lớn và trẻ em trên 7 tuổi: uống 1 gói/lần, 3 lần/ngày.
Trẻ em 2 đến 7 tuổi: uống 1 gói/lần, 2 lần/ ngày."
,EZINOL AGIMEXPHARM 2 VỈ X 15 VIÊN,Hoạt chất: Eprazinone 50mg,"Giảm ho
Giúp long đàm (đối với trường hợp viêm phế quản, ho có đàm)
Hỗ trợ điều trị viêm phế quản cấp và mãn tính
Giảm suy hô hấp mãn tính
Viêm mũi
Điều trị cảm cúm
Kiểm soát hen phế quản
Ho cấp và mãn tính.","Cách dùng:

Bệnh nhân cần sử dụng Ezinol theo đúng chỉ dẫn được in trên nhãn thuốc hoặc tốt nhất là theo toa của bác sĩ. Tuyệt đối không dùng thuốc với số lượng và số lần nhiều/ít hơn chỉ định.
Ezinol thường được dùng 3 lần/ngày và uống sau khi ăn. Thời gian điều trị không quá 5 ngày (trừ khi đó là yêu cầu của bác sĩ). Mọi thắc mắc hoặc vấn đề phát sinh trong quá trình sử dụng thuốc, bạn cần thông báo với bác sĩ ngay lập tức.
Liều dùng:

Người lớn: Uống 3-6 viên/ngày, chia làm 3 lần, mỗi lần từ 1-2 viên.
Trẻ em: Tham khảo ý kiến của bác sĩ trước khi cho trẻ uống."
,AMOXICILLIN 250MG AGIMEXPHARM 10 VỈ X 10 VIÊN,Hoạt chất: Amoxicilline 250mg,"Nhiễm khuẩn đường hô hấp trên.
Nhiễm khuẩn đường hô hấp dưới do liên cầu khuẩn, phế cầu khuẩn, tụ cầu khuẩn không tiết penicilinase và H. influenza.
Nhiễm khuẩn đường tiết niệu không biến chứng.
Bệnh lậu.
Nhiễm khuẩn đường mật.
Nhiễm khuẩn da, cơ do liên cầu khuẩn, tụ cầu khuẩn E.coli nhạy cảm với amoxicillin.","Liều thường dùng là 250-500mg, cách 8 giờ một lần.
Trẻ em đến 10 tuổi có thể dùng liều 125-250 mg, cách 8 giờ một lần.
Trẻ em dưới 20 kg thường dùng liều 20-40 mg/kg thể trọng/ngày.
Liều 3g, nhắc lại sau 8 giờ để điều trị áp – xe quanh răng, hoặc nhắc lại sau 10-12 giờ để điều trị nhiễm khuẩn cấp đường tiết niệu không biến chứng.
Ðể dự phòng viêm màng trong tim ở người dễ mắc, cho liều duy nhất 3g cách 1 giờ trước khi làm thủ thuật như nhổ răng.
Dùng phác đồ liều cao 3g x 2 lần/ngày cho người bệnh nhiễm khuẩn đường hô hấp nặng hoặc tái phát.
Nếu cần, trẻ em 3-10 tuổi bị viêm tai giữa có thể dùng liều 750mg x 2 lần/ngày trong 2 ngày.
Ðối với người suy thận, phải giảm liều theo hệ số thanh thải creatinin:

Cl creatinin < 10 ml/phút: 500 mg/24 giờ.
Cl creatinin > 10 ml/phút: 500 mg/12 giờ."
,BABUROL AGIMEXPHARM 3 VỈ X 10 VIÊN,Hoạt chất: Bambuterol hydroclorid 10 mg,"Hen phế quản. Viêm phế quản mạn tính, khí phế thủng và các bệnh lý phổi khác có kèm co thắt phế quản.","Liều chỉ định 1 lần/ngày, nên uống ngay trước khi đi ngủ. Cần điều chỉnh liều phù hợp từng cá thể.

Người lớn: Liều chỉ định khởi đầu 10 mg. Có thể tăng liều đến 20 mg sau 1-2 tuần, tùy theo hiệu quả lâm sàng. Ở những bệnh nhân trước đây đã dung nạp tốt các chất chủ vận bêta-2 dạng uống, liều khởi đầu là 20 mg.
Ở những bệnh nhân suy chức năng thận (GFR ≤ 50 ml/phút), liều khởi đầu là 5 mg, có thể tăng đến 10 mg sau 1-2 tuần, tùy theo hiệu quả lâm sàng.
Người cao tuổi: Dùng theo liều người lớn.
Trẻ em 2-5 tuổi: Liều khuyên dùng thông thường là 5 mg/lần/ngày.
Trẻ em 6-12 tuổi: Liều khởi đầu khuyên dùng là 10 mg/lần/ngày."
,EUMINTAN PYMEPHARCO 10 VỈ X 10 VIÊN,"Eucalyptol 100 mg
Menthol 0,5 mg
Tinh dầu tần 0.18 mg
Tinh dầu gừng 0,5 mg
Tá dược: Dầu đậu nành, Gelatin, Glycerin, sorbitol, Methyl paraben, Propyl paraben, Vanilin, màu xanh green.","Trị các chứng ho, sổ mũi, cảm cúm.
Sát trùng đường hô hấp, làm dịu cơn đau họng.","Người lớn: uống 2 viên x 3 lần/ngày. 
Trẻ em trên 2 tuổi: uống 1 viên x 3 lần/ngày."
,"ACETYLCYSTEIN BOSTON 200MG, HỘP 30 GÓI","Mỗi gói ACETYLCYSTEIN BOSTON 200 (gói 1g) có chứa:

Hoạt chất: Acetylcystein: 200mg
Tá dược: Lactose monohydrat, aspartam, acid ascorbic, màu vàng số 6 lake, mùi cam, silicon dioxid.","Điều trị rối loạn tiết dịch phế quản, đặc biệt là trong các rối loạn phế quản cấp tính như viêm phế quản cấp và bệnh phổi tắc nghẽn mãn tính.","Trẻ em từ 2 - 7 tuổi: 1 gói/lần x 3 lần/ngày.
Trẻ em trên 7 tuổi và người lớn: 2 gói/lần x 3 lần/ngày.
Cách dùng

ACETYLCYSTEIN BOSTON 200 được dùng bằng đường uống. Hoà tan thuốc trong khoảng 100 ml nước."
,"THUỐC HÔ HẤP ARMEPHACO PHAGOFI 10MG, HỘP 30 VIÊN",Hoạt chất: Montelukast (dưới dạng Montelukast natri) 10mg,"Dự phòng và điều trị hen phế quản mạn tính cho người lớn và trẻ em từ 6 tháng tuổi trở lên, bao gồm dự phòng các triệu chứng hen ban ngày và ban đêm, điều trị người hen nhạy cảm với aspirin và dự phòng cơn thắt phế quản do gắng sức.
Làm giảm triệu chứng ban ngày và ban đêm của viêm mũi dị ứng (viêm mũi dị ứng theo mùa ở người lớn và trẻ em từ 2 tuổi trở lên và viêm mũi dị ứng quanh năm ở người lớn và trẻ em từ 6 tháng tuổi trở lên).","Thuốc được chỉ định trong điều trị hỗ trợ bệnh hen mạn tính ở những bệnh nhân mắc bệnh hen ở mức độ vừa và nhẹ, mà những bệnh nhân này không đáp ứng tốt với liệu pháp điều trị bằng thuốc corticosteroids dạng hít xông và chỉ định điều trị cho bệnh nhân mà chất chủ vận β tác dụng nhanh khi cần thiết không cho đáp ứng tốt với liệu pháp điều trị bệnh hen.

Thuốc giúp giảm triệu chứng ở bệnh nhân viêm mũi dị ứng theo mùa.

Thuốc được chỉ định sử dụng cho trường hợp đề phòng triệu chứng hẹp đường dẫn khí do vận động gắng sức.

Lưu ý:

Viên 4mg: Dùng cho bệnh nhân từ 2-5 tuổi.
Viên 5mg: Dùng cho bệnh nhân từ 6-14 tuổi.
Viên 10mg: Dùng cho bệnh nhân ≥ 15 tuổi."
